0.000000000000000000e+00,4.089464569091796875e+01
0.000000000000000000e+00,4.214968109130859375e+01
0.000000000000000000e+00,4.240264892578125000e+01
0.000000000000000000e+00,4.243909454345703125e+01
0.000000000000000000e+00,4.255142974853515625e+01
0.000000000000000000e+00,4.242195892333984375e+01
0.000000000000000000e+00,4.228447723388671875e+01
0.000000000000000000e+00,4.260820770263671875e+01
0.000000000000000000e+00,4.264397430419921875e+01
0.000000000000000000e+00,4.240723419189453125e+01
0.000000000000000000e+00,4.234517669677734375e+01
0.000000000000000000e+00,4.072302246093750000e+01
0.000000000000000000e+00,4.266302490234375000e+01
0.000000000000000000e+00,4.273533248901367188e+01
0.000000000000000000e+00,4.281742858886718750e+01
0.000000000000000000e+00,4.224680328369140625e+01
0.000000000000000000e+00,4.256493759155273438e+01
0.000000000000000000e+00,4.171112060546875000e+01
0.000000000000000000e+00,4.246297073364257812e+01
0.000000000000000000e+00,4.237372589111328125e+01
0.000000000000000000e+00,4.249789047241210938e+01
0.000000000000000000e+00,4.246638488769531250e+01
0.000000000000000000e+00,4.247591018676757812e+01
0.000000000000000000e+00,4.255149078369140625e+01
0.000000000000000000e+00,4.217689132690429688e+01
0.000000000000000000e+00,4.239676666259765625e+01
0.000000000000000000e+00,4.247783279418945312e+01
0.000000000000000000e+00,4.253165435791015625e+01
0.000000000000000000e+00,4.261349487304687500e+01
0.000000000000000000e+00,4.280396270751953125e+01
0.000000000000000000e+00,4.252986907958984375e+01
0.000000000000000000e+00,4.212870407104492188e+01
0.000000000000000000e+00,4.249699020385742188e+01
0.000000000000000000e+00,4.269855499267578125e+01
0.000000000000000000e+00,4.235211944580078125e+01
0.000000000000000000e+00,4.347411346435546875e+01
0.000000000000000000e+00,4.263561630249023438e+01
0.000000000000000000e+00,4.229503250122070312e+01
0.000000000000000000e+00,4.070654678344726562e+01
0.000000000000000000e+00,4.257750320434570312e+01
0.000000000000000000e+00,4.253030776977539062e+01
0.000000000000000000e+00,4.253116607666015625e+01
0.000000000000000000e+00,4.241577148437500000e+01
0.000000000000000000e+00,4.259110260009765625e+01
0.000000000000000000e+00,4.229057312011718750e+01
0.000000000000000000e+00,4.252830123901367188e+01
0.000000000000000000e+00,4.229135131835937500e+01
0.000000000000000000e+00,4.277678680419921875e+01
0.000000000000000000e+00,4.258963012695312500e+01
0.000000000000000000e+00,4.243691635131835938e+01
0.000000000000000000e+00,4.235884857177734375e+01
0.000000000000000000e+00,4.244414901733398438e+01
0.000000000000000000e+00,4.247158050537109375e+01
0.000000000000000000e+00,4.258532333374023438e+01
0.000000000000000000e+00,4.231212997436523438e+01
0.000000000000000000e+00,4.244030761718750000e+01
0.000000000000000000e+00,4.259745788574218750e+01
0.000000000000000000e+00,4.223958587646484375e+01
0.000000000000000000e+00,4.264294433593750000e+01
0.000000000000000000e+00,4.253153610229492188e+01
0.000000000000000000e+00,3.958766937255859375e+01
0.000000000000000000e+00,4.248075485229492188e+01
0.000000000000000000e+00,4.262528991699218750e+01
0.000000000000000000e+00,4.231633758544921875e+01
0.000000000000000000e+00,4.245078659057617188e+01
0.000000000000000000e+00,4.251897811889648438e+01
0.000000000000000000e+00,4.278454208374023438e+01
0.000000000000000000e+00,4.252494049072265625e+01
0.000000000000000000e+00,4.167528533935546875e+01
0.000000000000000000e+00,4.252151870727539062e+01
0.000000000000000000e+00,4.240362548828125000e+01
0.000000000000000000e+00,4.249637222290039062e+01
0.000000000000000000e+00,4.259618759155273438e+01
0.000000000000000000e+00,4.302878570556640625e+01
0.000000000000000000e+00,4.250023269653320312e+01
0.000000000000000000e+00,4.260328674316406250e+01
0.000000000000000000e+00,4.253162765502929688e+01
0.000000000000000000e+00,4.246446228027343750e+01
0.000000000000000000e+00,4.254732894897460938e+01
0.000000000000000000e+00,4.242642593383789062e+01
0.000000000000000000e+00,4.243201446533203125e+01
0.000000000000000000e+00,4.236405944824218750e+01
0.000000000000000000e+00,4.254354476928710938e+01
0.000000000000000000e+00,4.256770706176757812e+01
0.000000000000000000e+00,4.239968872070312500e+01
0.000000000000000000e+00,4.126093673706054688e+01
0.000000000000000000e+00,4.266205596923828125e+01
0.000000000000000000e+00,4.265658187866210938e+01
0.000000000000000000e+00,4.242755126953125000e+01
0.000000000000000000e+00,4.226126861572265625e+01
0.000000000000000000e+00,4.142051315307617188e+01
0.000000000000000000e+00,4.248287200927734375e+01
0.000000000000000000e+00,4.267288970947265625e+01
0.000000000000000000e+00,4.261909866333007812e+01
0.000000000000000000e+00,4.258539581298828125e+01
0.000000000000000000e+00,4.248880004882812500e+01
0.000000000000000000e+00,4.264881515502929688e+01
0.000000000000000000e+00,4.236710357666015625e+01
0.000000000000000000e+00,4.245039749145507812e+01
0.000000000000000000e+00,4.409509277343750000e+01
